chrom	start	end	id	tcga_analysis/reindex/TCGA-06-0675-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0678-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0680-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0681-11A-41R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-AABW-11A-31R-A36H-07.bam
chr1	12773738	12777906	PRAMEF12___1277373812777906	0	0	0	0	0
chr1	12791397	12796628	PRAMEF1___1279139712796628	0	0	0	0	0
chr1	12822724	12823223	LOC105376745___1282272412823223	0	0	0	0	0
chr1	12824380	12831410	PRAMEF11___1282438012831410	0	0	0	0	0
chr1	12847377	12848756	HNRNPCL1___1284737712848756	2	2	2	0	10
chr1	12857086	12861909	PRAMEF2___1285708612861909	0	0	0	0	0
chr1	12879212	12886201	PRAMEF4___1287921212886201	0	0	0	1	0
chr1	12892896	12898270	PRAMEF10___1289289612898270	1	0	1	0	0
chr1	12916647	12920480	PRAMEF7___1291664712920480	0	0	0	0	0
chr1	12938472	12947580	PRAMEF6___1293847212947580	1	0	0	0	0
chr1	13049808	13053659	PRAMEF27___1304980813053659	0	0	1	0	0
chr1	13061232	13062237	HNRNPCL3___1306123213062237	2	0	0	0	1
chr1	13073678	13078038	PRAMEF25___1307367813078038	0	0	0	0	0
chr1	13094515	13099717	PRAMEF34P___1309451513099717	1	0	0	0	0
chr1	13115488	13116854	HNRNPCL2___1311548813116854	0	2	1	0	0
chr1	13127069	13132274	PRAMEF36P___1312706913132274	1	0	0	0	0
chr1	13148905	13153111	PRAMEF26___1314890513153111	0	0	0	0	0
chr1	13164555	13165482	HNRNPCL4___1316455513165482	2	0	1	0	1
chr1	13175281	13179132	PRAMEF9___1317528113179132	1	0	0	0	0
chr1	13196188	13201409	PRAMEF13___1319618813201409	1	0	0	0	0
chr1	13222695	13226154	PRAMEF18___1322269513226154	0	0	0	0	0
chr1	13254198	13263435	PRAMEF5___1325419813263435	0	0	0	0	0
chr1	13281223	13285137	PRAMEF8___1328122313285137	1	0	2	0	0
chr1	13303539	13308907	PRAMEF33P___1330353913308907	0	0	0	0	0
chr1	13315581	13322595	PRAMEF15___1331558113322595	0	0	0	0	0
chr1	13327614	13328972	CHESS38___1332761413328972	0	0	0	0	0
chr1	13341892	13347134	PRAMEF14___1334189213347134	0	0	0	0	0
chr1	13368431	13371947	PRAMEF19___1336843113371947	0	0	0	0	0
chr1	13389632	13392629	PRAMEF17___1338963213392629	0	0	0	0	0
chr1	13410450	13421328	PRAMEF20___1341045013421328	3	0	1	1	2
chr1	13474977	13514003	LRRC38___1347497713514003	123	126	137	142	39
chr1	13486844	13493726	LOC102724856___1348684413493726	0	2	3	2	1
chr1	13513220	13517054	LOC107984918___1351322013517054	7	11	21	15	2
chr1	13583757	13617963	PDPN___1358375713617963	1270	1768	1388	1564	1054
chr1	13623126	13642847	LOC107984919___1362312613642847	14	1	7	6	8
chr1	13670194	13674718	LOC105378612___1367019413674718	2	0	1	2	4
chr1	13687103	13691892	LOC105376756___1368710313691892	4	2	6	6	2
chr1	13694182	13825423	PRDM2___1369418213825423	13115	12176	14146	13796	9586
chr1	13892792	15118133	KAZN___1389279215118133	11612	10007	12636	12856	23414
chr1	14214243	14221488	LOC107985467___1421424314221488	4	12	23	6	13
chr1	14221891	14254889	LOC107985468___1422189114254889	26	18	36	32	11
chr1	14275796	14304663	CHESS39___1427579614304663	25	22	41	20	5
chr1	14349415	14419973	LOC105376762___1434941514419973	46	39	68	74	17
chr1	14754482	14777758	CHESS40___1475448214777758	35	9	26	65	34
chr1	14801092	14814895	LOC105376759___1480109214814895	16	6	9	31	6
chr1	14816222	14817440	CHESS41___1481622214817440	92	44	83	100	7
chr1	14822384	14826229	LOC105376758___1482238414826229	65	32	77	48	2
chr1	14886750	14911648	LOC107985469___1488675014911648	27	23	113	76	28
chr1	14922069	14923964	CHESS42___1492206914923964	30	17	1	21	2
chr1	15111693	15153612	TMEM51-AS1___1511169315153612	3246	2820	3250	4072	8908
chr1	15152418	15222032	TMEM51___1515241815222032	747	850	950	1000	634
chr1	15164069	15171921	C1orf195___1516406915171921	12	13	13	32	8
chr1	15236559	15400283	FHAD1___1523655915400283	1056	4504	1369	695	676
chr1	15326680	15343883	LOC101927417___1532668015343883	90	89	137	54	23
chr1	15399118	15413823	LOC101927441___1539911815413823	1164	1905	1409	1265	355
chr1	15409895	15433905	EFHD2___1540989515433905	19988	24460	21454	20228	7300
chr1	15430152	15449247	CTRC___1543015215449247	744	984	944	971	333
chr1	15456728	15472091	CELA2A___1545672815472091	46	38	75	59	30
chr1	15461665	15467505	LOC105376767___1546166515467505	26	18	32	14	13
chr1	15476101	15491400	CELA2B___1547610115491400	360	247	422	377	311
chr1	15489522	15526557	CASP9___1548952215526557	1924	1779	2086	2309	2346
chr1	15526694	15572397	DNAJC16___1552669415572397	4677	3806	4944	3881	3218
chr1	15553427	15585110	AGMAT___1555342715585110	4678	3850	4775	3943	3145
chr1	15586136	15603666	LOC107985735___1558613615603666	126	111	141	102	41
chr1	15617458	15669139	DDI2___1561745815669139	5279	6714	5975	4287	2573
chr1	15659713	15662030	RSC1A1___1565971315662030	1024	1532	1359	823	414
chr1	15681506	15734769	PLEKHM2___1568150615734769	26416	25518	28602	23449	10726
chr1	15718706	15725409	CHESS43___1571870615725409	2462	2304	2555	1625	845
chr1	15735088	15741392	SLC25A34___1573508815741392	338	350	444	411	157
chr1	15742492	15747987	TMEM82___1574249215747987	1	0	2	2	0
chr1	15749825	15786592	FBLIM1___1574982515786592	443	409	454	354	138
chr1	15807153	15848147	FLJ37453___1580715315848147	1314	1134	1595	1627	2682
chr1	15807162	15834214	UQCRHL___1580716215834214	354	336	482	460	692
chr1	15819101	15821431	CHESS44___1581910115821431	15	6	20	22	22
chr1	15847864	15945206	SPEN___1584786415945206	12814	13272	14145	12524	19281
chr1	15940529	15976132	ZBTB17___1594052915976132	2856	3853	3322	3924	5978
chr1	16004236	16011799	C1orf64___1600423616011799	1096	636	986	824	403
chr1	16014028	16020559	HSPB7___1601402816020559	160	195	180	175	142
chr1	16021030	16021737	CLCNKA___1602103016021737	2	2	9	1	4
chr1	16043736	16058469	CLCNKB___1604373616058469	514	326	303	523	256
chr1	16057749	16073651	FAM131C___1605774916073651	762	635	552	849	434
chr1	16124335	16156104	EPHA2___1612433516156104	249	1294	303	699	663
chr1	16154996	16168216	LOC101927479___1615499616168216	17	26	22	37	16
chr1	16197580	16212699	ARHGEF19___1619758016212699	115	80	112	110	142
chr1	16215438	16227316	ANO7P1___1621543816227316	136	65	128	76	77
chr1	16227491	16237445	RSG1___1622749116237445	2622	1415	2802	2511	605
chr1	16238491	16352491	FBXO42___1623849116352491	4533	3968	5028	4707	3092
chr1	16352499	16398148	SZRD1___1635249916398148	4484	5575	4912	5454	8603
chr1	16397271	16437842	SPATA21___1639727116437842	1035	1268	1064	1534	2526
chr1	16440672	16460675	NECAP2___1644067216460675	2320	2428	2270	2838	4308
chr1	16460091	16499367	CROCCP3___1646009116499367	2225	1611	3309	2678	1771
chr1	16460948	16468418	LOC107984921___1646094816468418	543	302	642	611	403
chr1	16499368	16502081	CHESS45___1649936816502081	50	18	49	22	29
chr1	16514645	16515754	RP4-798A10.7___1651464516515754	26	18	43	25	58
chr1	16520694	16522017	RP4-798A10.4___1652069416522017	18	10	10	7	24
chr1	16533891	16535652	LOC100132147___1653389116535652	12	6	13	9	12
chr1	16535658	16552880	FAM231B___1653565816552880	50	54	78	70	57
chr1	16552510	16613605	NBPF1___1655251016613605	1118	1565	1853	1334	6515
chr1	16613598	16617729	LOC105376794___1661359816617729	20	19	45	19	75
chr1	16617108	16645573	CROCCP2___1661710816645573	3204	3857	3261	3194	7354
chr1	16645574	16650420	MST1P2___1664557416650420	94	36	184	141	181
chr1	16654193	16667145	LOC107985736___1665419316667145	4	2	7	5	0
chr1	16667155	16671993	CHESS46___1666715516671993	0	0	1	1	2
chr1	16673003	16673512	FAM231A___1667300316673512	0	0	1	1	0
chr1	16682802	16720157	ESPNP___1668280216720157	641	696	267	268	548
chr1	16733778	16736188	LOC102723383___1673377816736188	0	1	0	0	4
chr1	16751022	16764480	MST1L___1675102216764480	20	16	30	10	68
chr1	16888526	16896456	LOC105376805___1688852616896456	147	237	330	393	222
chr1	16904339	16904776	RP11-108M9.6___1690433916904776	4	9	8	2	11
chr1	16914082	16973180	CROCC___1691408216973180	2224	3960	3410	4081	4751
chr1	16973984	16981649	MFAP2___1697398416981649	32	64	61	29	13
chr1	16976293	16977795	LOC105376806___1697629316977795	19	14	26	9	8
chr1	16985958	17011972	ATP13A2___1698595817011972	28495	24407	31682	28606	11665
chr1	17017373	17054170	SDHB___1701737317054170	5776	5036	6702	6775	6233
chr1	17066598	17119453	PADI2___1706659817119453	14155	19337	13412	20365	97108
chr1	17135665	17138955	LOC105376808___1713566517138955	0	0	0	1	2
chr1	17192965	17197508	LOC400743___1719296517197508	0	0	0	2	4
chr1	17205123	17246074	PADI1___1720512317246074	25	6	8	41	187
chr1	17206778	17214088	CHESS47___1720677817214088	1	1	1	5	4
chr1	17249079	17284236	PADI3___1724907917284236	2	5	3	9	7
chr1	17308195	17364005	PADI4___1730819517364005	40	86	133	67	8
chr1	17372196	17401699	PADI6___1737219617401699	6	4	9	8	3
chr1	17406638	17439754	RCC2___1740663817439754	4224	5821	4903	6208	6670
chr1	17419353	17420400	CHESS48___1741935317420400	64	59	67	66	76
chr1	17439871	17441538	CHESS49___1743987117441538	2	4	8	4	0
chr1	17513335	17697877	ARHGEF10L___1751333517697877	5321	6412	5979	5460	3474
chr1	17543447	17552174	CHESS50___1754344717552174	33	46	47	41	47
chr1	17712162	17722300	LOC107984028___1771216217722300	1	0	0	0	0
chr1	17755313	17827063	ACTL8___1775531317827063	5	28	13	11	11
chr1	18000470	18010511	LOC105376809___1800047018010511	5	9	1	6	2
chr1	18043754	18052755	LOC105376812___1804375418052755	0	2	2	5	4
chr1	18065657	18074412	LOC101927876___1806565718074412	12	25	2	28	10
chr1	18107746	18378483	IGSF21___1810774618378483	8218	10168	8301	9165	4084
chr1	18159181	18179421	LOC105376814___1815918118179421	119	156	120	24	48
chr1	18289150	18291510	CHESS51___1828915018291510	148	174	166	142	57
chr1	18357549	18361219	CHESS52___1835754918361219	260	24	10	286	25
chr1	18385829	18388514	RP11-422P22.1___1838582918388514	7	2	2	7	3
chr1	18480930	18487585	KLHDC7A___1848093018487585	38	4	46	43	0
chr1	18630857	18748880	PAX7___1863085718748880	569	300	529	527	62
chr1	18839599	18859661	TAS1R2___1883959918859661	3	1	2	1	1
chr1	18871430	18902799	ALDH4A1___1887143018902799	10423	12071	9590	11285	10618
chr1	18903666	18956672	IFFO2___1890366618956672	3789	5332	4382	4089	3883
chr1	18970478	19051428	LOC105376815___1897047819051428	13	7	9	13	49
chr1	19029691	19032598	CHESS53___1902969119032598	5	1	1	2	1
chr1	19064429	19210334	UBR4___1906442919210334	23179	20419	29007	21907	18183
chr1	19210386	19240704	LOC101927895___1921038619240704	9257	8126	10358	8526	6638
chr1	19214985	19251559	EMC1___1921498519251559	9561	8451	10978	8424	6797
chr1	19251581	19267402	MRTO4___1925158119267402	4840	4163	5402	5274	2745
chr1	19260139	19264343	CHESS54___1926013919264343	222	374	394	317	302
chr1	19265982	19274074	AKR7L___1926598219274074	141	95	185	138	91
chr1	19274309	19289362	AKR7A3___1927430919289362	375	238	395	398	324
chr1	19293247	19295736	LOC100506730___1929324719295736	1160	790	1272	1097	977
chr1	19302708	19312146	AKR7A2___1930270819312146	2905	2597	3676	3652	3349
chr1	19312246	19335577	PQLC2___1931224619335577	1999	1514	2341	2156	2434
chr1	19338773	19485641	CAPZB___1933877319485641	22554	20263	25268	23996	17400
chr1	19399942	19400614	LOC644083___1939994219400614	606	557	622	640	377
chr1	19500221	19531797	LOC105376819___1950022119531797	56	36	161	100	54
chr1	19509890	19512483	LOC105376818___1950989019512483	7	5	9	12	2
chr1	19512540	19530730	LOC105376817___1951254019530730	31	12	125	64	32
chr1	19591802	19597661	LOC105378614___1959180219597661	1381	1312	1333	1521	923
chr1	19596977	19629895	MINOS1___1959697719629895	7260	6712	7554	7863	4412
chr1	19596977	19658456	MINOS1-NBL1___1959697719658456	28906	25575	31370	28421	12152
chr1	19607807	19608644	RPS14P3___1960780719608644	493	529	29	615	398
chr1	19643229	19660161	NBL1___1964322919660161	21638	18868	23811	20553	7740
chr1	19664884	19681079	HTR6___1966488419681079	599	495	787	686	175
chr1	19678815	19800385	TMCO4___1967881519800385	1124	1196	1256	1191	499
chr1	19813670	19815278	RNF186___1981367019815278	0	1	0	0	0
chr1	19860211	19889289	LOC105376823___1986021119889289	55	30	86	59	19
chr1	19881711	19912945	OTUD3___1988171119912945	2709	2605	3341	2890	1083
chr1	19920307	19923617	PLA2G2E___1992030719923617	0	0	0	0	2
chr1	19975419	19980439	PLA2G2A___1997541919980439	78	99	3	0	0
chr1	20028350	20091917	PLA2G5___2002835020091917	380	1067	690	853	73
chr1	20112650	20119566	PLA2G2D___2011265020119566	6	6	9	8	7
chr1	20139326	20150386	PLA2G2F___2013932620150386	14	6	4	9	1
chr1	20154114	20160953	RP3-340N1.2___2015411420160953	6	3	29	13	44
chr1	20163085	20177364	PLA2G2C___2016308520177364	16	6	15	18	3
chr1	20183106	20196060	UBXN10___2018310620196060	1632	855	2216	1497	163
chr1	20184242	20186518	UBXN10-AS1___2018424220186518	65	62	90	111	30
chr1	20197306	20202827	LOC105376825___2019730620202827	220	66	261	186	27
chr1	20210712	20213349	LOC105376826___2021071220213349	3	2	6	8	1
chr1	20243072	20246010	LOC105376827___2024307220246010	1	4	0	0	2
chr1	20271604	20274507	LOC105376828___2027160420274507	0	2	0	0	0
chr1	20290907	20360442	VWA5B1___2029090720360442	175	137	329	154	22
chr1	20359801	20429170	LINC01141___2035980120429170	957	1622	2103	2007	1002
chr1	20478270	20480405	CHESS55___2047827020480405	2	3	1	2	8
chr1	20482390	20487361	CAMK2N1___2048239020487361	100320	69094	99004	100082	52292
chr1	20499448	20508483	MUL1___2049944820508483	3751	3564	3703	4585	5571
chr1	20552439	20555020	FAM43B___2055243920555020	1012	1493	1072	1608	626
chr1	20588951	20618908	CDA___2058895120618908	87	90	92	93	68
chr1	20633455	20651744	PINK1___2063345520651744	47074	41241	53503	53334	24662
chr1	20642657	20652193	PINK1-AS___2064265720652193	38092	33664	43064	45561	22012
chr1	20651315	20661544	DDOST___2065131520661544	9763	9913	10352	10384	8265
chr1	20662294	20718017	KIF17___2066229420718017	4042	2214	3681	3241	603
chr1	20718264	20732837	SH2D5___2071826420732837	8740	7293	10119	7940	1005
chr1	20742677	20787809	HP1BP3___2074267720787809	20228	16001	21645	18459	21507
chr1	20806292	21177320	EIF4G3___2080629221177320	20720	17464	23737	16785	12497
chr1	20813387	20815777	CHESS56___2081338720815777	248	216	281	259	172
chr1	20903705	20919273	LOC105376830___2090370520919273	430	380	544	276	231
chr1	20919271	20933441	LOC105376829___2091927120933441	136	143	190	95	90
chr1	21023288	21026017	CHESS57___2102328821026017	101	81	119	57	37
chr1	21049275	21054601	CHESS58___2104927521054601	352	274	416	196	121
chr1	21215835	21345541	ECE1___2121583521345541	7817	7983	9157	7567	11668
chr1	21266082	21267251	RP3-329E20.2___2126608221267251	79	84	88	49	67
chr1	21290012	21305193	LOC100506801___2129001221305193	143	143	162	73	148
chr1	21412667	21416543	LOC105376832___2141266721416543	1	0	1	0	0
chr1	21436775	21484900	NBPF3___2143677521484900	1068	738	1098	983	956
chr1	21508982	21578412	ALPL___2150898221578412	4271	3484	3301	2963	796
chr1	21585690	21591187	LOC105376834___2158569021591187	3	10	4	2	2
chr1	21596215	21669444	RAP1GAP___2159621521669444	32528	48880	40518	33153	16148
chr1	21678298	21783620	USP48___2167829821783620	6389	5606	7784	6958	9079
chr1	21787988	21825221	LDLRAD2___2178798821825221	415	675	426	563	661
chr1	21818973	21937297	HSPG2___2181897321937297	1540	2715	1753	1586	2066
chr1	21976792	21998667	CELA3B___2197679221998667	4	4	3	9	3
chr1	22001656	22012966	CELA3A___2200165622012966	28	1	2	0	1
chr1	22021881	22031411	LINC00339___2202188122031411	708	663	817	826	939
chr1	22022567	22026048	LOC101928043___2202256722026048	112	91	123	95	100
chr1	22052627	22093098	CDC42___2205262722093098	16728	17690	18876	18284	20125
chr1	22100613	22101360	RP1-224A6.9___2210061322101360	14	8	6	10	17
chr1	22117305	22143981	WNT4___2211730522143981	455	252	485	437	216
chr1	22140953	22157464	LOC105376845___2214095322157464	15	21	20	33	40
chr1	22160963	22172524	LOC105376850___2216096322172524	6	15	4	4	8
chr1	22252565	22258095	LOC107985377___2225256522258095	0	2	0	0	1
chr1	22364630	22366482	RP11-415K20.2___2236463022366482	0	1	0	0	0
chr1	22410975	22418964	LOC105376856___2241097522418964	4	0	8	0	0
chr1	22428838	22531157	ZBTB40___2242883822531157	2686	3455	3558	3036	3788
chr1	22534265	22539503	CHESS59___2253426522539503	2	16	4	2	18
chr1	22563489	22603594	EPHA8___2256348922603594	441	521	553	346	242
chr1	22635077	22639682	C1QA___2263507722639682	7927	3295	2456	4207	4177
chr1	22643014	22648110	C1QC___2264301422648110	12025	5224	3890	5545	5982
chr1	22652762	22661536	C1QB___2265276222661536	12318	6795	3742	5893	7298
chr1	22710770	22921500	EPHB2___2271077022921500	2175	2260	2428	2616	3670
chr1	22953043	22972316	LACTBL1___2295304322972316	1	2	1	3	2
chr1	23008894	23019443	C1orf234___2300889423019443	25	31	28	40	74
chr1	23019443	23083998	KDM1A___2301944323083998	7839	7227	8615	8244	4480
chr1	23077766	23177808	LUZP1___2307776623177808	12945	10973	16422	12292	4280
chr1	23187744	23217499	HTR1D___2318774423217499	472	84	244	343	69
chr1	23281309	23286752	LINC01355___2328130923286752	195	249	275	291	592
chr1	23294329	23344650	HNRNPR___2329432923344650	12260	14117	13512	12262	13853
chr1	23355961	23369958	ZNF436___2335596123369958	5986	4679	5990	4712	3350
chr1	23368485	23375617	ZNF436-AS1___2336848523375617	747	510	857	647	608
chr1	23375964	23424779	TCEA3___2337596423424779	671	441	749	611	215
chr1	23392204	23393243	CHESS60___2339220423393243	27	16	21	27	7
chr1	23424864	23428558	CHESS61___2342486423428558	5	14	16	13	19
chr1	23428563	23484631	ASAP3___2342856323484631	2859	3565	3127	2480	2609
chr1	23505654	23531266	E2F2___2350565423531266	24	15	13	20	17
chr1	23521930	23528419	LOC101928163___2352193023528419	0	2	0	3	0
chr1	23548163	23554862	LOC105376859___2354816323554862	59	26	36	18	38
chr1	23557374	23559794	ID3___2355737423559794	2197	1873	2042	2373	4875
chr1	23573473	23602302	LOC107984928___2357347323602302	11	20	19	15	22
chr1	23613770	23619851	CHESS62___2361377023619851	4	3	5	2	1
chr1	23627334	23640566	MDS2___2362733423640566	9	22	14	17	21
chr1	23691754	23698459	RPL11___2369175423698459	16109	15001	16677	20864	22991
chr1	23743366	23770306	TCEB3___2374336623770306	4477	4142	4862	4393	5026
chr1	23759184	23779913	TCEB3-AS1___2375918423779913	3963	3818	4697	4551	4421
chr1	23778386	23788232	PITHD1___2377838623788232	17003	16605	19857	19125	13856
chr1	23786681	23793765	LOC105376860___2378668123793765	14310	14122	16365	16214	11861
chr1	23790789	23795539	LYPLA2___2379078923795539	2769	2778	3088	3541	1957
chr1	23795599	23800804	GALE___2379559923800804	1720	1350	1950	2023	950
chr1	23800962	23801746	CHESS63___2380096223801746	6	5	6	4	1
chr1	23801816	23825459	HMGCL___2380181623825459	2196	1943	2403	2264	2690
chr1	23825540	23838636	LOC105376861___2382554023838636	9	23	28	4	34
chr1	23845077	23868369	FUCA1___2384507723868369	1677	1377	1971	1729	1176
chr1	23870315	23913327	CNR2___2387031523913327	8	6	11	18	8
chr1	23910737	23912664	LOC107984929___2391073723912664	0	0	1	0	2
chr1	23935200	23939589	CHESS64___2393520023939589	3	3	2	1	5
chr1	23959164	23981190	PNRC2___2395916423981190	9002	10269	10992	9589	9626
chr1	23963417	23980927	SRSF10___2396341723980927	5541	6439	6747	5955	6169
chr1	23987408	23987788	LOC105378615___2398740823987788	0	0	0	1	1
chr1	24010499	24042933	LOC105376863___2401049924042933	9	5	2	8	14
chr1	24042274	24064129	LOC107984931___2404227424064129	9	8	16	9	8
chr1	24055995	24112603	MYOM3___2405599524112603	30	24	29	11	10
chr1	24066009	24084296	LOC107985737___2406600924084296	8	3	5	2	1
chr1	24098018	24104540	LOC105376864___2409801824104540	3	0	3	4	0
chr1	24119771	24143285	IL22RA1___2411977124143285	13	3	13	9	25
chr1	24151419	24157356	LOC107985738___2415141924157356	143	134	101	117	127
chr1	24154095	24187275	IFNLR1___2415409524187275	242	184	191	195	186
chr1	24200240	24211690	LOC284632___2420024024211690	9	2	6	2	4
chr1	24305928	24321933	LOC105376871___2430592824321933	10	57	14	13	24
chr1	24318583	24364482	GRHL3___2431858324364482	1860	1996	1754	2221	2449
chr1	24354376	24419040	STPG1___2435437624419040	2728	2645	2822	2960	3639
chr1	24364483	24366413	CHESS65___2436448324366413	39	44	45	47	64
chr1	24413360	24478220	NIPAL3___2441336024478220	16373	18138	19305	17959	57064
chr1	24496140	24502707	RCAN3AS___2449614024502707	4	8	7	8	52
chr1	24502344	24537020	RCAN3___2450234424537020	297	329	420	332	1539
chr1	24537021	24539273	CHESS66___2453702124539273	208	157	231	171	403
chr1	24539274	24556024	LOC100506985___2453927424556024	421	303	411	449	1017
chr1	24556076	24609328	NCMAP___2455607624609328	43	42	75	89	246
chr1	24643012	24684251	SRRM1___2464301224684251	6519	7560	8087	7510	10871
chr1	24745269	24850375	CLIC4___2474526924850375	6857	18974	7832	9841	42189
chr1	24831256	24835521	CHESS67___2483125624835521	65	153	73	67	270
chr1	24857082	24865489	LOC105376876___2485708224865489	1	2	1	3	4
chr1	24899509	24965158	RUNX3___2489950924965158	81	142	161	212	26
chr1	24924329	24926329	LOC107984932___2492432924926329	0	0	2	1	0
chr1	24930457	24965159	LOC105376878___2493045724965159	6	0	7	8	0
chr1	24968423	24970865	RP11-84D1.2___2496842324970865	0	1	0	0	0
